student_id,item_DSS_PRE_Q1,item_DSS_PRE_Q2,item_DSS_PRE_Q3,item_DSS_PRE_Q4,item_DSS_PRE_Q5,item_DSS_PRE_Q6,item_DSS_PRE_Q7,item_DSS_PRE_Q8,item_DSS_PRE_Q9,item_GHSQ_PE_PRE_Q1,item_GHSQ_PE_PRE_Q2,item_GHSQ_PE_PRE_Q3,item_GHSQ_PE_PRE_Q4,item_GHSQ_PE_PRE_Q5,item_GHSQ_PE_PRE_Q6,item_GHSQ_PE_PRE_Q7,item_GHSQ_PE_PRE_Q8,item_GHSQ_PE_PRE_Q9,item_GHSQ_PE_PRE_Q10,item_THERMO_PRE_Black,item_THERMO_PRE_White,item_DSS_POST_Q1,item_DSS_POST_Q2,item_DSS_POST_Q3,item_DSS_POST_Q4,item_DSS_POST_Q5,item_DSS_POST_Q6,item_DSS_POST_Q7,item_DSS_POST_Q8,item_DSS_POST_Q9,item_GHSQ_PE_POST_Q1,item_GHSQ_PE_POST_Q2,item_GHSQ_PE_POST_Q3,item_GHSQ_PE_POST_Q4,item_GHSQ_PE_POST_Q5,item_GHSQ_PE_POST_Q6,item_GHSQ_PE_POST_Q7,item_GHSQ_PE_POST_Q8,item_GHSQ_PE_POST_Q9,item_GHSQ_PE_POST_Q10,item_THERMO_POST_Black,item_THERMO_POST_White
761,2,1,1,1,1,2,4,2,2,1,6,5,4,5,3,2,1,1,4,85,70,2,1,1,1,1,2,4,2,2,1,6,5,4,5,3,2,1,1,4,85,70
762,1,1,1,1,1,2,3,1,2,6,5,4,2,7,3,2,1,1,4,85,70,1,1,1,1,1,2,3,1,2,6,5,5,2,7,3,2,1,1,4,90,70
767,1,1,1,1,1,2,4,2,3,1,6,3,3,4,2,2,1,3,4,85,80,1,1,1,1,1,2,4,2,3,1,6,3,3,4,3,2,1,3,4,85,80
773,1,1,1,1,1,2,4,4,2,4,6,2,1,3,3,2,1,5,4,75,80,1,1,1,1,1,2,4,4,2,4,6,2,1,3,3,2,1,5,4,80,80
775,1,1,1,1,1,2,1,1,2,3,6,5,2,7,4,3,1,1,4,85,80,1,1,1,1,1,2,1,1,2,3,6,5,2,7,4,3,1,1,4,90,80
777,1,1,1,1,1,2,2,1,3,1,6,5,3,6,3,3,1,1,4,90,65,1,1,1,1,1,2,2,1,3,1,6,5,3,6,3,3,1,1,4,90,65
781,1,1,1,1,1,3,4,4,3,2,4,2,1,4,5,3,1,4,3,65,75,1,1,1,1,1,3,4,4,3,3,4,2,1,5,5,3,1,4,3,75,75
806,2,1,1,1,1,2,3,1,3,1,6,4,3,6,2,3,1,1,5,85,80,2,1,1,1,1,2,3,1,3,1,6,4,3,6,2,3,1,1,5,85,80
826,1,1,1,1,1,2,4,3,2,1,6,5,4,4,2,3,1,1,4,75,78,1,1,1,1,1,2,4,3,2,1,6,5,4,5,2,3,1,1,4,85,78
827,1,1,1,1,1,2,5,3,2,1,4,1,2,3,1,1,1,6,3,50,50,1,1,1,1,1,2,5,3,2,1,5,1,2,3,1,1,1,6,4,60,50
835,2,1,1,1,1,3,4,1,2,4,6,4,2,5,3,2,1,1,3,85,70,1,1,1,1,1,2,3,1,2,5,6,5,2,6,4,2,1,1,4,90,70
838,2,1,1,1,1,2,4,1,3,1,6,4,2,7,3,3,1,1,5,75,80,2,1,1,1,1,2,3,1,3,1,6,5,2,7,4,3,1,1,5,85,80
840,1,1,1,1,1,2,3,1,2,4,5,6,3,7,4,2,1,1,4,85,80,1,1,1,1,1,2,3,1,2,5,6,6,3,7,4,2,1,1,5,90,80
843,2,1,1,1,1,2,2,2,2,1,6,5,3,5,3,2,1,1,4,75,78,2,1,1,1,1,2,2,2,2,1,7,5,3,5,3,2,1,1,4,80,78
848,2,1,2,1,1,3,4,4,3,1,6,4,3,2,1,1,1,3,3,85,55,2,1,2,1,1,3,4,4,3,1,6,5,4,3,1,1,1,2,3,90,55
850,1,1,1,1,1,2,3,2,2,1,3,1,2,4,2,2,1,6,3,65,70,1,1,1,1,1,2,3,2,2,1,4,1,2,5,2,2,1,4,3,70,75
854,2,1,1,1,1,2,4,3,2,4,6,5,2,4,2,2,1,3,4,85,70,2,1,1,1,1,2,3,3,2,5,6,6,2,5,2,2,1,3,4,90,70
857,2,1,1,1,2,2,3,1,2,6,7,7,3,7,4,2,1,1,3,75,80,2,1,1,1,2,2,3,1,2,6,7,7,3,7,4,2,1,1,3,85,80
861,2,1,1,1,1,2,2,2,2,1,6,5,3,6,4,3,1,1,4,65,70,2,1,1,1,1,2,2,2,2,1,6,5,3,6,4,3,1,1,4,75,70
862,1,1,1,1,1,2,2,2,2,1,6,6,4,5,4,5,1,1,4,75,80,1,1,1,1,1,2,2,2,2,1,6,6,4,5,4,5,1,1,4,80,80
864,2,1,1,1,1,2,3,2,2,1,6,5,2,4,3,3,1,1,3,65,75,2,1,1,1,1,2,3,2,2,1,6,5,2,4,3,3,1,1,3,75,75
867,1,1,1,1,1,3,4,4,2,1,4,2,2,3,3,2,1,5,3,65,70,1,1,1,1,1,3,4,4,2,1,4,2,2,4,3,2,1,4,3,75,70
877,1,1,1,1,1,2,3,1,2,1,5,6,3,6,2,3,1,1,4,85,70,1,1,1,1,1,2,3,1,2,1,5,6,3,6,2,3,1,1,4,90,70
893,1,1,1,1,1,2,2,1,2,1,6,4,3,7,3,2,1,1,4,75,75,1,1,1,1,1,2,2,1,2,1,6,4,3,7,3,2,1,1,4,80,75
905,1,1,1,1,1,2,4,1,2,1,6,6,4,7,3,3,1,1,4,80,80,1,1,1,1,1,2,3,1,2,1,6,6,4,7,4,3,1,1,4,90,80
908,2,1,1,1,1,3,4,3,2,4,6,3,2,5,2,3,1,2,4,75,78,2,1,1,1,1,3,4,3,2,4,6,3,2,5,2,3,1,2,4,85,78
909,2,1,1,1,1,2,3,1,2,4,6,4,2,5,3,2,1,1,4,65,80,1,1,1,1,1,1,2,1,1,4,6,3,2,5,3,2,1,1,4,75,80
918,2,1,1,1,1,2,3,1,2,1,6,5,3,6,3,2,1,1,4,85,70,2,1,1,1,1,2,3,1,2,1,6,5,3,6,3,2,1,1,4,90,70
919,2,3,1,1,1,3,4,1,2,1,6,5,2,7,1,4,1,1,3,65,65,2,3,1,1,1,3,4,1,2,1,6,5,2,7,1,4,1,1,3,75,65
923,1,1,1,1,2,3,5,4,3,1,4,1,2,5,3,2,1,5,3,65,75,1,1,1,1,2,3,5,4,3,1,4,1,2,5,3,2,1,5,3,75,75
930,2,1,1,1,1,2,3,1,2,1,6,4,2,5,3,4,1,1,4,75,78,2,1,1,1,1,2,2,1,2,1,6,5,2,5,3,4,1,1,4,80,78
943,2,1,1,1,1,2,4,2,3,1,6,2,3,5,4,2,1,3,4,75,80,2,1,1,1,1,2,4,2,3,1,6,2,3,5,4,2,1,3,4,85,80
951,2,1,1,1,1,3,4,2,2,1,6,3,2,4,2,3,1,1,4,85,70,2,1,1,1,1,3,4,2,2,1,6,4,2,4,2,3,1,1,5,90,70
958,1,1,1,1,1,2,4,2,2,2,4,1,1,5,2,1,1,3,3,65,75,1,1,1,1,1,2,4,2,2,2,5,1,1,6,2,1,1,2,4,75,75
967,2,2,1,1,1,3,2,1,2,4,6,7,4,6,2,3,1,1,4,80,80,2,2,1,1,1,3,2,1,2,4,6,7,4,6,2,3,1,1,4,80,80
968,1,1,1,1,1,3,4,4,3,1,6,3,4,3,3,2,1,4,4,90,60,1,1,1,1,1,3,4,4,3,1,6,3,4,3,3,2,1,4,4,90,60
969,1,1,1,1,1,3,5,3,2,1,6,2,3,4,4,2,1,5,4,75,70,1,1,1,1,1,3,5,3,2,1,6,2,3,4,4,2,1,5,4,80,70
973,1,1,1,1,1,2,5,4,3,1,6,2,3,4,3,2,1,2,4,65,75,1,1,1,1,1,2,5,4,3,1,6,2,3,5,3,2,1,2,4,75,75
976,2,1,1,1,1,2,3,2,2,1,5,3,3,6,4,2,1,2,4,65,75,2,1,1,1,1,2,3,2,2,1,5,3,3,6,4,2,1,2,4,75,75
977,2,1,1,1,1,3,4,3,3,1,6,4,3,3,2,2,1,2,4,75,80,2,1,1,1,1,3,4,3,3,1,6,4,3,3,2,2,1,2,4,85,80
982,1,1,1,1,1,2,3,1,3,1,6,7,4,5,3,2,1,1,4,75,75,1,1,1,1,1,2,3,1,3,1,6,7,4,5,3,2,1,1,4,75,75
998,1,1,1,1,1,3,4,4,2,1,6,4,3,4,2,1,1,2,5,75,80,1,1,1,1,1,3,4,4,2,1,7,5,3,5,2,1,1,1,6,85,80
