student_id,item_DSS_PRE_Q1,item_DSS_PRE_Q2,item_DSS_PRE_Q3,item_DSS_PRE_Q4,item_DSS_PRE_Q5,item_DSS_PRE_Q6,item_DSS_PRE_Q7,item_DSS_PRE_Q8,item_DSS_PRE_Q9,item_GHSQ_PE_PRE_Q1,item_GHSQ_PE_PRE_Q2,item_GHSQ_PE_PRE_Q3,item_GHSQ_PE_PRE_Q4,item_GHSQ_PE_PRE_Q5,item_GHSQ_PE_PRE_Q6,item_GHSQ_PE_PRE_Q7,item_GHSQ_PE_PRE_Q8,item_GHSQ_PE_PRE_Q9,item_GHSQ_PE_PRE_Q10,item_THERMO_PRE_Black,item_THERMO_PRE_White,item_DSS_POST_Q1,item_DSS_POST_Q2,item_DSS_POST_Q3,item_DSS_POST_Q4,item_DSS_POST_Q5,item_DSS_POST_Q6,item_DSS_POST_Q7,item_DSS_POST_Q8,item_DSS_POST_Q9,item_GHSQ_PE_POST_Q1,item_GHSQ_PE_POST_Q2,item_GHSQ_PE_POST_Q3,item_GHSQ_PE_POST_Q4,item_GHSQ_PE_POST_Q5,item_GHSQ_PE_POST_Q6,item_GHSQ_PE_POST_Q7,item_GHSQ_PE_POST_Q8,item_GHSQ_PE_POST_Q9,item_GHSQ_PE_POST_Q10,item_THERMO_POST_Black,item_THERMO_POST_White
328,2,1,1,1,1,2,3,1,2,4,6,5,3,6,3,2,1,1,4,75,80,1,1,1,1,1,2,3,1,1,5,7,6,3,7,4,2,1,1,4,85,80
329,1,1,1,1,1,2,3,1,2,4,5,6,3,7,2,3,1,1,4,75,80,1,1,1,1,1,2,2,1,2,5,6,7,4,7,3,3,1,1,5,85,80
331,2,1,1,1,1,3,4,2,3,1,4,5,2,5,3,2,1,1,4,75,80,1,1,1,1,1,3,3,1,3,1,5,6,2,7,4,3,1,1,5,85,75
332,2,1,1,1,1,2,4,2,3,1,6,4,2,3,4,2,1,1,3,75,80,1,1,1,1,1,2,3,2,2,1,7,4,2,5,4,2,1,1,4,85,80
335,2,1,1,1,1,2,2,1,2,1,6,4,3,7,3,2,1,1,4,75,78,1,1,1,1,1,2,1,1,2,1,6,4,3,7,3,2,1,1,4,85,78
337,2,1,1,1,1,3,4,3,3,3,4,2,1,5,3,2,1,2,4,75,80,1,1,1,1,1,3,3,2,3,3,5,2,1,6,3,2,1,1,4,85,75
338,2,1,1,1,1,2,3,2,3,4,6,4,2,3,2,3,1,2,3,75,80,1,1,1,1,1,2,2,3,2,5,7,5,2,5,3,4,1,1,4,85,75
342,2,1,1,1,1,2,3,1,2,1,6,4,2,6,2,3,1,3,5,75,80,1,1,1,1,1,2,2,1,2,1,7,5,2,7,3,3,1,2,5,78,80
344,2,2,1,1,1,3,4,2,2,2,6,5,2,4,3,3,1,1,4,65,75,1,1,1,1,1,2,3,1,2,2,7,6,2,6,3,4,1,1,5,80,75
345,2,2,1,1,1,3,4,4,3,1,6,4,2,5,3,2,1,3,4,75,80,1,1,1,1,1,3,3,2,3,1,7,5,2,6,4,2,1,2,5,85,75
347,2,1,1,1,1,2,3,2,2,1,6,3,3,4,4,2,1,1,3,75,80,1,1,1,1,1,2,3,1,2,2,7,4,3,5,5,2,1,1,4,85,75
350,2,1,1,1,1,3,4,2,2,1,6,5,2,4,2,3,1,1,3,65,80,1,1,1,1,1,3,3,1,2,1,6,5,2,5,3,3,1,1,3,75,80
355,2,1,1,1,1,2,3,3,2,4,6,2,1,3,2,2,1,5,3,65,70,1,1,1,1,1,2,3,2,2,5,6,3,1,5,3,2,1,4,4,75,70
356,1,1,1,1,1,3,3,2,2,4,6,3,2,5,3,4,1,1,4,75,70,1,1,1,1,1,2,2,1,2,5,7,4,2,7,3,4,1,1,4,80,70
357,2,1,1,1,1,3,4,4,3,4,5,3,2,6,3,3,1,2,4,75,80,1,1,1,1,1,3,3,2,3,5,6,4,2,7,3,3,1,2,5,85,75
358,2,1,1,1,1,2,2,1,2,1,6,5,2,7,3,3,1,1,4,75,78,1,1,1,1,1,2,2,1,2,1,7,6,2,7,3,3,1,1,5,85,75
360,2,2,1,1,1,2,4,1,2,1,6,3,2,7,4,2,1,1,4,75,80,1,1,1,1,1,2,3,1,2,1,7,4,2,7,5,2,1,1,5,85,80
361,1,1,1,1,1,2,5,5,2,6,7,5,3,6,3,2,1,1,4,75,80,1,2,1,1,1,2,2,2,3,7,7,6,4,7,3,2,1,1,4,85,80
362,2,1,1,1,1,3,3,1,2,1,6,4,2,6,3,4,1,1,4,75,80,1,1,1,1,1,2,2,1,1,1,7,5,2,7,4,4,1,1,5,85,80
366,2,1,1,1,1,2,4,1,2,4,6,5,2,6,3,3,1,1,4,75,80,1,1,1,1,1,2,3,1,2,4,6,5,2,7,3,3,1,1,4,85,80
368,2,1,1,1,1,2,4,3,3,4,6,3,2,4,1,2,1,1,3,65,70,1,1,1,1,1,2,3,2,2,5,6,4,2,5,1,2,1,1,4,75,70
369,1,1,1,1,1,2,3,1,2,5,6,4,2,6,3,3,1,1,4,70,80,1,1,1,1,1,2,2,1,2,6,7,5,2,7,3,3,1,1,4,85,80
372,2,1,1,1,1,2,2,2,2,6,7,5,2,7,4,3,1,1,4,75,68,1,1,1,1,1,2,2,2,2,6,7,6,2,7,4,3,1,1,4,80,70
373,2,1,1,1,1,3,3,1,2,1,7,6,3,7,2,4,1,1,3,75,75,1,1,1,1,1,2,2,1,2,1,7,7,3,7,3,5,1,1,4,80,75
382,1,1,1,1,1,3,4,1,3,1,5,1,3,6,2,2,1,4,3,65,70,1,1,1,1,1,3,3,1,2,1,6,1,4,7,3,2,1,2,4,80,70
384,1,1,1,1,1,2,4,4,2,2,6,2,1,7,4,3,1,2,4,65,70,1,1,1,1,1,2,3,1,2,4,7,3,2,7,5,3,1,1,5,80,70
388,1,1,1,1,1,2,4,4,3,1,6,2,3,5,4,3,1,1,4,75,65,1,1,1,1,1,2,3,2,3,1,7,3,3,6,4,4,1,1,5,85,65
390,1,1,1,1,1,3,4,5,2,1,4,1,3,1,2,1,1,6,4,85,70,1,1,1,1,1,2,3,4,1,1,4,1,3,3,2,1,1,5,4,90,65
392,2,1,1,1,1,3,4,1,2,1,6,4,3,5,2,2,1,2,4,75,80,1,1,1,1,1,2,3,1,2,1,6,5,4,6,3,2,1,1,4,85,80
395,1,1,1,1,1,2,2,1,2,1,6,4,3,5,4,2,1,1,4,85,70,1,1,1,1,1,1,2,1,2,1,7,5,4,6,4,3,1,1,4,90,70
397,2,1,1,1,1,2,2,1,2,1,6,6,4,7,3,3,1,1,4,75,80,1,1,1,1,1,1,2,1,1,1,7,7,5,7,3,3,1,1,5,85,80
398,2,1,1,1,1,3,2,1,2,1,6,7,3,5,3,2,1,1,4,65,75,1,1,1,1,1,2,1,1,1,1,7,7,3,6,4,2,1,1,4,75,75
400,2,1,1,1,1,3,4,2,2,1,6,4,2,3,3,2,1,1,4,65,75,1,1,1,1,1,2,3,1,1,1,6,5,3,5,4,3,1,1,5,75,70
402,1,1,1,1,2,3,3,2,2,1,6,4,2,5,3,2,1,1,4,75,80,1,1,1,1,1,2,2,1,2,1,6,5,2,6,3,2,1,1,5,85,80
405,2,1,1,1,1,3,4,1,2,4,5,2,2,6,3,2,1,1,3,75,80,1,1,1,1,1,2,3,1,2,5,6,3,2,7,4,3,1,1,4,85,80
407,1,1,1,1,2,2,5,4,3,3,4,2,1,6,4,1,1,5,3,70,75,1,1,1,1,1,2,4,2,3,3,4,2,1,6,5,1,1,4,3,75,75
410,2,1,1,1,1,2,3,1,3,4,5,5,2,6,4,3,1,2,4,75,80,1,1,1,1,1,2,3,1,2,5,5,5,2,7,4,3,1,1,5,85,80
411,2,1,1,1,1,2,3,1,2,1,6,5,2,6,3,2,1,1,3,75,80,1,1,1,1,1,2,2,1,2,1,7,6,2,7,4,2,1,1,4,85,80
418,1,1,1,1,1,2,4,3,2,4,4,2,1,5,3,3,1,5,3,75,80,1,1,1,1,1,2,3,2,2,5,5,3,2,6,4,4,1,3,4,85,75
419,2,2,1,1,1,3,3,1,3,5,6,2,3,7,4,3,1,2,4,65,70,1,1,1,1,1,2,2,1,2,6,6,3,3,7,5,3,1,3,4,80,75
420,1,1,1,1,1,2,3,1,2,4,6,2,3,5,4,2,1,1,4,70,80,1,1,1,1,1,2,3,1,2,4,6,2,3,6,4,2,1,1,4,80,80
421,1,1,1,1,1,2,3,1,2,4,6,5,2,6,3,2,1,1,3,75,80,1,1,1,1,1,2,3,1,2,5,6,4,2,7,3,2,1,1,4,85,80
425,2,2,1,1,1,3,4,1,2,2,6,5,4,6,3,3,1,2,3,90,75,1,1,1,1,1,3,3,1,2,2,7,6,4,7,3,4,1,1,4,95,75
427,2,1,1,1,1,2,3,1,2,1,6,4,3,7,2,1,1,1,3,85,80,1,1,1,1,1,2,2,1,2,1,7,5,3,7,3,1,1,1,4,90,80
431,2,1,1,1,1,2,3,2,3,1,4,5,3,5,3,2,1,3,4,75,80,1,1,1,1,1,2,3,2,2,1,5,5,3,6,4,2,1,2,5,85,80
432,2,1,1,1,1,2,4,1,3,4,6,3,2,4,3,2,1,1,4,65,75,1,1,1,1,1,2,3,1,2,5,7,4,2,5,4,3,1,1,4,75,70
433,2,1,1,1,1,2,4,1,2,5,6,3,4,5,2,2,1,1,4,75,80,1,1,1,1,1,2,3,1,2,6,7,4,5,6,3,2,1,1,5,85,80
438,1,1,1,1,1,2,4,2,3,1,5,3,3,4,2,2,1,3,4,85,70,1,1,1,1,1,2,3,1,2,1,6,4,4,5,3,2,1,2,4,90,70
439,1,1,1,1,1,2,3,1,2,1,6,5,2,6,3,4,1,1,4,75,80,1,1,1,1,1,2,2,1,2,1,7,6,2,7,3,4,1,1,5,85,80
443,1,1,1,1,1,2,4,1,2,1,6,3,2,7,3,1,1,1,4,65,70,1,1,1,1,1,2,3,1,2,1,6,4,2,7,3,1,1,1,4,75,70
444,2,1,1,1,1,3,4,1,2,1,6,5,3,4,3,2,1,1,4,75,80,1,1,1,1,1,2,3,1,2,1,7,6,4,6,4,3,1,1,5,85,80
445,1,1,1,1,1,2,3,2,3,1,6,5,2,7,4,3,1,1,5,75,80,1,1,1,1,1,3,3,1,2,1,7,6,2,7,4,3,1,1,6,85,75
446,1,1,1,1,1,2,3,1,2,4,6,5,3,6,3,4,1,1,4,75,80,1,1,1,1,1,2,3,1,2,5,6,6,4,7,4,4,1,1,4,85,75
447,2,1,1,1,1,2,2,1,2,1,6,6,3,7,3,2,1,1,4,85,90,1,1,1,1,1,1,1,1,2,1,6,6,3,7,4,2,1,1,4,90,90
450,1,1,1,1,1,2,3,2,2,1,6,5,4,5,3,2,1,1,4,75,80,1,1,1,1,1,2,3,2,2,1,7,6,4,6,3,4,1,1,4,85,80
451,1,1,1,1,1,2,4,1,2,1,6,5,4,5,2,3,1,1,3,65,75,1,1,1,1,1,2,4,1,2,1,7,6,4,6,2,3,1,1,3,78,75
453,1,1,1,1,1,2,4,1,3,3,6,4,2,7,3,3,1,2,4,75,80,1,1,1,1,1,2,2,1,3,3,6,4,2,7,3,3,1,2,4,85,80
457,2,1,1,1,1,2,4,3,3,1,4,2,1,3,4,1,1,3,4,75,80,1,1,1,1,1,2,3,4,2,1,5,3,1,4,5,1,1,2,5,85,80
459,2,2,2,1,1,3,4,3,3,1,6,4,3,4,2,3,1,5,4,60,75,1,1,1,1,1,2,3,2,2,1,6,4,3,5,3,4,1,4,5,70,75
460,2,1,1,1,1,2,3,1,3,1,6,5,3,6,2,4,1,1,4,65,75,1,1,1,1,1,2,2,1,1,1,6,4,3,7,2,4,1,1,4,75,75
461,2,2,1,1,1,3,3,2,3,5,6,3,2,4,3,3,1,2,3,65,68,1,1,1,1,1,2,3,2,2,5,6,4,2,6,3,3,1,1,4,75,68
466,1,1,1,1,1,2,3,4,2,6,7,4,2,5,3,2,1,1,4,75,78,1,1,1,1,1,2,2,2,1,6,7,5,3,6,3,2,1,1,4,85,78
469,2,1,1,1,1,2,2,2,2,1,6,5,2,5,2,3,1,1,3,65,68,1,1,1,1,1,2,2,2,2,1,7,5,2,6,3,4,1,1,3,75,68
472,2,1,1,1,1,2,3,2,2,1,6,4,2,4,3,3,1,2,4,75,80,1,1,1,1,1,2,3,1,1,1,6,5,2,5,3,3,1,2,4,85,80
473,2,1,1,1,1,2,4,3,3,2,6,4,3,5,3,3,1,3,4,85,80,1,1,1,1,1,2,4,2,3,2,6,5,3,6,3,4,1,2,4,90,80
474,2,1,1,1,1,2,4,1,2,1,6,5,3,5,3,2,1,1,3,75,78,1,1,1,1,1,2,3,1,2,1,6,6,3,6,3,3,1,1,4,85,78
476,1,1,2,1,1,3,4,2,2,4,6,3,2,5,3,2,1,1,4,75,78,1,1,1,1,1,2,3,2,2,5,7,3,2,6,3,2,1,1,4,80,78
478,2,2,1,1,1,3,4,2,2,6,5,2,2,5,3,2,1,3,4,75,80,1,1,1,1,1,3,3,1,2,6,5,3,2,6,4,3,1,3,5,85,75
480,1,1,1,1,2,3,3,2,2,6,5,4,2,6,3,2,1,1,4,75,70,1,1,1,1,2,3,4,1,2,7,6,5,2,7,4,2,1,1,5,85,70
481,2,2,1,1,1,2,4,1,3,6,7,5,2,7,3,2,1,1,4,70,75,1,1,1,1,1,2,4,1,3,6,7,5,2,7,3,2,1,1,4,80,75
482,1,1,1,1,1,2,5,4,3,4,6,3,2,5,4,2,1,3,4,75,80,1,1,1,1,1,2,4,3,2,4,6,4,2,6,4,3,1,2,5,85,80
483,2,2,1,1,1,2,2,1,3,4,6,2,3,7,3,2,1,1,4,75,75,1,1,1,1,1,1,1,1,2,5,6,3,3,7,4,2,1,1,4,85,75
484,1,1,1,1,1,2,3,1,2,4,6,4,2,6,3,4,1,2,3,85,80,1,1,1,1,1,1,2,1,1,5,7,5,2,7,4,4,1,1,5,90,80
485,1,1,1,1,1,2,4,3,2,1,3,1,2,3,4,2,1,5,3,65,75,1,1,1,1,1,2,3,2,2,1,3,1,2,4,4,3,1,4,3,75,75
486,1,1,1,1,1,2,4,5,2,1,6,5,4,6,3,3,1,1,4,70,85,1,1,1,1,1,2,4,5,2,1,7,6,4,7,3,3,1,1,4,80,80
489,2,1,1,1,3,3,4,4,3,1,3,2,3,2,3,2,1,5,4,85,70,1,1,1,1,2,2,3,2,2,1,4,3,4,5,4,3,1,3,5,90,70
494,2,1,1,1,1,2,4,1,3,1,6,4,2,7,3,2,1,1,4,75,78,1,1,1,1,1,2,3,1,3,1,7,5,2,7,3,2,1,1,4,85,80
498,1,1,1,1,1,2,4,3,2,1,6,5,2,6,2,3,1,1,4,65,75,1,1,1,1,1,2,3,2,2,1,7,6,2,7,2,3,1,1,5,75,75
503,1,1,1,1,1,3,5,4,3,2,3,2,1,5,3,2,1,4,4,75,70,1,1,1,1,1,2,5,4,3,2,3,2,1,5,3,2,1,4,4,80,70
505,1,1,1,1,1,2,4,1,2,2,4,4,2,7,3,2,1,3,4,75,80,1,1,1,1,1,2,3,1,2,3,5,5,3,7,4,3,1,2,5,85,80
507,2,1,1,1,1,3,4,1,2,1,6,4,2,5,3,2,1,1,3,85,65,1,1,1,1,1,3,3,1,2,1,6,5,2,6,4,3,1,1,3,90,70
508,1,1,1,1,1,2,1,1,2,4,4,5,2,6,3,4,1,1,4,85,70,1,1,1,1,1,2,2,1,3,5,5,6,2,7,3,5,1,1,4,90,65
512,2,1,1,1,1,2,3,1,3,3,6,5,4,5,4,3,1,2,4,85,80,1,1,1,1,1,2,2,1,2,3,7,6,4,6,5,3,1,1,5,90,82
516,1,1,1,1,2,2,4,1,2,1,4,2,3,6,5,2,1,1,5,75,70,1,1,1,1,2,2,3,1,2,1,5,3,4,7,6,2,1,1,6,85,70
519,1,1,1,1,1,2,4,3,2,1,6,2,3,1,3,1,1,4,5,65,75,1,1,1,1,1,2,3,2,2,1,7,3,4,4,3,1,1,3,6,75,75
520,2,2,1,1,1,3,4,1,2,1,5,7,3,6,2,3,1,1,4,65,75,1,1,1,1,1,2,4,1,2,1,6,7,3,7,2,3,1,1,5,75,75
522,1,1,1,1,1,3,4,4,3,4,6,3,2,7,4,3,1,2,5,75,78,1,1,1,1,1,2,3,2,3,4,6,4,2,7,5,3,1,1,5,85,78
523,1,1,1,1,1,2,4,1,2,3,4,1,2,6,3,2,1,3,4,75,70,1,1,1,1,1,2,3,1,2,4,5,1,2,6,4,2,1,2,4,85,70
525,1,1,1,1,1,3,4,1,2,1,6,3,2,7,3,2,1,1,4,70,75,1,1,1,1,1,2,2,1,2,1,7,4,2,7,3,2,1,1,5,80,75
528,1,1,1,1,1,2,5,1,2,1,6,4,2,7,3,1,1,1,4,65,70,1,1,1,1,1,2,5,1,2,1,6,4,2,7,3,1,1,1,4,75,70
530,1,1,1,1,1,3,4,1,3,4,3,2,2,6,4,3,1,1,3,75,78,1,1,1,1,1,2,3,1,2,4,4,2,2,7,5,3,1,1,3,76,79
532,2,1,1,1,1,3,4,1,2,1,6,4,2,3,3,2,1,2,4,75,80,1,1,1,1,1,2,3,1,2,1,7,5,2,5,3,2,1,1,5,85,80
534,2,1,1,1,1,2,3,1,2,1,6,5,3,7,2,3,1,1,4,70,75,1,1,1,1,1,2,3,1,2,1,6,5,3,7,2,3,1,1,5,80,75
535,1,1,1,1,1,2,3,2,2,1,6,5,2,6,3,2,1,1,4,65,75,1,1,1,1,1,2,3,1,2,1,6,6,2,7,4,3,1,1,5,75,75
537,2,1,1,1,1,3,3,2,2,3,6,4,3,4,2,2,1,1,4,75,80,1,1,1,1,1,2,3,1,2,3,6,5,3,5,3,2,1,1,4,85,75
538,1,1,1,1,1,2,4,1,2,1,4,6,3,7,2,2,1,1,5,75,80,1,1,1,1,1,2,3,1,2,1,5,7,4,7,3,3,1,1,6,85,80
541,2,1,1,1,1,2,3,1,2,1,6,6,2,5,3,2,1,1,4,75,80,1,1,1,1,1,2,2,1,2,1,7,7,2,7,4,2,1,1,4,85,75
543,2,2,1,1,1,3,4,4,3,5,6,4,2,3,2,3,1,5,4,85,60,1,1,1,1,1,2,3,2,2,5,7,4,2,4,2,3,1,4,4,90,60
544,2,2,2,1,1,2,3,2,2,1,6,5,3,4,3,2,1,1,4,75,78,1,1,1,1,1,2,2,1,2,1,7,6,4,6,4,3,1,1,5,85,78
546,2,1,1,1,1,3,4,1,2,4,6,5,3,7,2,2,1,1,4,85,90,1,1,1,1,1,2,3,1,1,4,6,6,4,7,3,2,1,1,5,92,90
549,1,1,1,1,1,3,5,3,2,1,5,2,1,4,3,1,1,4,3,65,70,1,1,1,1,1,2,4,1,2,1,6,3,1,5,4,1,1,2,4,75,70
550,1,1,1,1,1,2,4,3,2,1,6,2,3,4,3,2,1,4,3,85,80,1,1,1,1,1,2,3,2,2,1,7,3,4,6,4,3,1,3,4,90,80
554,2,1,1,1,1,2,4,2,3,1,6,5,2,4,2,3,1,1,4,85,80,1,1,1,1,1,2,3,1,2,1,7,6,2,5,2,3,1,1,4,90,75
556,2,1,1,1,1,3,4,2,2,1,6,4,5,5,3,2,1,2,4,75,78,1,1,1,1,1,2,3,2,2,1,7,3,5,6,4,2,1,3,4,85,78
557,1,1,1,1,1,2,3,1,2,1,6,2,3,6,3,2,1,1,4,90,70,1,1,1,1,1,2,3,1,2,1,6,3,3,7,3,2,1,1,4,90,72
559,2,1,1,1,1,2,4,3,2,1,5,1,3,2,4,2,1,5,3,85,70,1,1,1,1,1,2,3,2,2,1,6,2,3,4,4,2,1,3,3,90,65
563,2,2,1,1,1,3,4,2,3,6,7,3,4,6,3,2,1,1,4,85,80,1,1,1,1,1,2,3,1,2,6,7,4,4,7,4,3,1,1,5,90,80
565,1,1,1,1,1,3,4,3,3,6,5,2,2,5,3,3,1,3,4,75,70,1,1,1,1,1,3,4,3,3,6,5,3,2,6,4,3,1,2,4,80,70
568,1,1,1,1,1,2,4,1,3,1,6,1,3,5,4,2,1,3,4,75,65,1,1,1,1,1,2,3,1,2,2,6,1,4,6,4,2,1,2,4,85,65
574,1,1,1,1,1,2,4,3,2,4,4,2,3,5,4,3,1,3,5,85,65,1,1,1,1,1,2,3,2,2,5,4,2,3,6,5,3,1,2,6,90,60
576,1,1,1,1,1,2,3,1,2,4,6,4,2,7,3,3,1,1,5,85,65,1,1,1,1,1,2,2,1,2,5,6,5,2,7,4,3,1,1,6,90,65
577,1,1,1,1,1,2,4,2,3,2,6,2,1,5,4,2,1,1,3,75,80,1,1,1,1,1,2,3,2,3,2,6,2,1,6,4,2,1,1,3,85,80
578,1,1,1,1,1,2,4,1,2,1,6,4,2,7,3,2,1,1,3,65,70,1,1,1,1,1,2,4,1,2,1,6,5,2,7,3,2,1,1,4,75,70
579,2,1,1,1,1,3,4,1,2,4,5,4,2,6,3,3,1,1,4,75,80,1,1,1,1,1,2,3,1,2,5,6,5,2,7,4,4,1,1,5,85,80
582,2,1,1,1,1,2,3,2,2,1,6,4,2,4,3,2,1,1,5,85,75,1,1,1,1,1,2,3,2,2,1,6,4,2,5,3,2,1,1,5,90,75
583,1,1,1,1,1,2,4,1,3,1,6,4,2,5,3,2,1,1,4,90,65,1,1,1,1,1,2,3,1,3,2,6,5,2,6,3,2,1,1,4,92,70
584,1,1,1,1,1,2,4,2,1,1,3,2,1,3,2,3,1,5,4,85,70,1,1,1,1,1,2,3,2,1,1,4,3,1,5,3,4,1,3,5,90,75
587,1,1,1,1,1,2,4,2,2,4,5,5,2,6,3,2,1,2,4,85,70,1,1,1,1,1,2,3,2,2,6,6,6,3,7,4,3,1,1,5,90,70
589,2,1,1,1,1,2,3,1,2,1,6,5,3,4,2,3,1,1,4,85,70,1,1,1,1,1,2,3,1,2,1,6,6,4,6,2,3,1,1,5,85,75
591,1,1,1,1,1,3,4,3,2,4,6,3,2,4,3,2,1,5,3,75,80,1,1,1,1,1,3,3,2,2,5,7,4,2,5,3,2,1,4,3,85,80
593,2,1,1,1,1,2,2,1,2,1,6,7,4,6,2,3,1,1,4,65,80,1,1,1,1,1,2,2,1,2,1,6,7,4,7,3,3,1,1,5,75,80
595,1,1,1,1,1,2,3,2,3,1,6,3,2,5,4,2,1,2,4,75,80,1,1,1,1,1,2,2,1,2,1,7,4,2,6,5,3,1,1,5,92,83
597,2,1,1,1,1,3,4,1,2,5,7,3,2,6,3,3,1,2,4,75,80,1,1,1,1,1,2,3,1,2,6,7,3,2,7,4,3,1,2,5,85,80
598,2,1,1,1,1,2,4,3,3,1,6,4,2,3,2,2,1,3,4,65,70,1,1,1,1,1,2,4,3,2,1,6,3,2,4,2,2,1,2,4,75,70
602,1,1,1,1,1,2,3,1,2,2,6,4,2,7,3,3,1,1,5,75,80,1,1,1,1,1,2,2,1,1,2,7,5,2,7,3,3,1,1,6,85,80
603,1,1,1,1,1,2,2,1,2,1,5,6,3,7,3,4,1,1,4,75,75,1,1,1,1,1,2,2,1,1,1,5,6,4,7,3,4,1,1,4,85,75
605,1,1,1,1,1,2,3,2,2,6,6,5,3,5,3,2,1,1,4,75,80,1,1,1,1,1,1,2,1,1,6,6,5,3,7,3,2,1,1,4,85,80
606,1,1,1,1,1,2,4,3,2,1,3,2,4,4,3,2,1,5,3,85,60,1,1,1,1,1,2,3,2,2,1,4,3,5,5,3,3,1,4,4,90,65
609,2,1,1,1,1,3,4,2,3,1,6,3,2,7,3,2,1,1,4,85,65,1,1,1,1,1,2,1,1,1,1,6,4,2,7,3,2,1,1,4,90,65
610,2,1,1,1,1,2,4,3,2,2,6,3,1,4,3,2,1,2,4,90,75,1,1,1,1,1,2,3,3,2,3,7,4,1,5,3,3,1,1,5,90,75
611,2,1,1,1,1,3,4,3,2,4,3,2,1,5,3,2,1,6,4,85,70,1,1,1,1,1,2,3,2,2,4,4,2,1,6,3,2,1,5,4,90,70
613,2,1,1,1,1,2,3,1,2,6,7,5,2,6,3,3,1,2,4,85,70,1,1,1,1,1,2,3,1,2,6,7,6,2,7,4,3,1,1,4,90,70
614,2,2,1,1,2,2,4,3,2,1,6,3,4,5,2,1,1,2,4,75,80,1,1,1,1,1,1,4,1,2,1,7,4,5,6,3,1,1,1,5,85,75
618,2,1,1,1,1,3,4,4,3,4,6,3,2,7,3,1,1,2,4,75,80,2,1,1,1,1,3,3,2,3,4,6,4,2,7,3,1,1,2,4,85,80
620,2,1,1,1,1,3,4,1,3,1,5,4,3,4,3,2,1,1,4,70,80,1,1,1,1,1,2,3,1,2,1,6,5,4,5,4,3,1,1,5,85,75
621,1,1,1,1,1,2,3,1,2,1,6,5,3,6,3,4,1,1,5,70,75,1,1,1,1,1,2,2,1,2,1,7,6,4,7,4,4,1,1,6,80,70
623,2,1,1,1,1,2,3,2,2,4,6,4,3,5,3,2,1,2,4,85,70,1,1,1,1,1,2,2,1,2,5,7,5,3,6,4,2,1,1,5,85,70
626,1,1,1,1,1,3,4,1,2,1,4,3,2,6,3,3,1,2,3,65,75,1,1,1,1,1,2,3,1,2,1,5,4,2,6,4,3,1,1,4,75,70
627,2,1,1,1,1,2,3,1,2,1,6,6,4,7,3,3,1,1,4,75,80,1,1,1,1,1,2,2,1,2,1,6,6,4,7,3,3,1,1,4,85,80
628,2,1,1,1,2,3,4,1,2,1,6,3,2,4,2,3,1,4,3,65,70,1,1,1,1,1,2,2,1,1,1,6,4,2,6,2,3,1,2,4,80,70
633,2,1,1,1,2,3,4,3,2,6,7,2,3,5,3,2,1,1,4,90,75,1,1,1,1,1,3,4,4,2,6,7,2,3,6,3,2,1,1,4,95,75
636,2,2,1,1,1,3,4,4,2,1,6,4,2,4,3,2,1,2,4,85,70,1,1,1,1,1,2,3,2,2,1,7,5,2,5,4,2,1,1,4,90,70
637,2,2,1,1,1,3,4,1,3,1,6,5,2,7,3,3,1,1,4,70,75,1,1,1,1,1,2,4,1,3,1,6,5,2,7,3,3,1,1,4,80,75
641,2,1,1,1,1,2,4,3,3,1,5,4,3,4,2,3,1,3,4,75,80,1,1,1,1,1,2,3,2,3,1,6,5,3,5,2,4,1,2,5,85,80
644,2,1,1,1,2,3,3,1,2,5,6,4,2,5,4,2,1,1,4,85,65,1,1,1,1,1,2,2,1,2,6,7,5,2,7,5,2,1,1,4,90,70
649,2,1,1,1,1,3,4,2,2,1,7,6,3,5,2,2,1,1,4,90,65,1,1,1,1,1,3,3,2,2,1,7,6,4,6,3,2,1,1,5,92,70
651,2,1,1,1,1,3,3,2,2,1,7,5,4,6,3,2,1,3,4,75,78,1,1,1,1,1,3,2,1,2,1,7,6,5,7,4,3,1,2,5,85,75
653,1,1,1,1,1,2,2,1,3,4,6,5,3,6,4,3,1,3,4,70,80,1,1,1,1,1,2,2,1,3,5,6,5,4,7,4,3,1,2,4,85,75
654,2,2,1,1,2,2,4,3,2,6,7,5,3,4,2,3,1,1,4,75,78,1,1,1,1,1,1,3,2,1,6,7,6,3,6,2,3,1,1,5,85,78
655,1,1,1,1,1,3,5,4,3,1,3,1,2,3,3,2,1,6,4,75,65,1,1,1,1,1,3,4,3,2,1,4,1,2,4,3,2,1,5,5,80,65
663,2,1,1,1,1,2,2,2,2,1,6,5,2,4,3,2,1,1,4,75,75,1,1,1,1,1,2,2,2,2,1,6,6,2,5,3,2,1,1,4,80,75
664,2,1,1,1,1,2,3,2,2,1,6,4,2,3,2,3,1,2,3,85,78,1,1,1,1,1,2,2,1,1,1,7,5,2,5,3,3,1,1,4,90,78
665,1,1,1,1,1,2,4,2,3,1,6,3,2,5,2,2,1,1,4,75,70,1,1,1,1,1,2,3,2,2,1,6,4,2,6,3,3,1,1,5,80,70
666,2,2,1,1,1,2,2,1,3,2,6,6,3,5,2,3,1,1,4,85,85,1,1,1,1,1,1,2,1,2,2,6,6,3,6,2,3,1,1,4,90,85
667,2,1,1,1,1,3,5,4,2,4,6,2,1,4,2,3,1,4,3,75,70,1,1,1,1,1,3,4,3,2,5,6,3,1,5,2,4,1,3,4,85,70
